gene	SigmaFC	p_value	significant	# sgRNAs	# signif. sgRNAs
TBX18	0.923376947676	0.1318	False	6	1
ZNF501	0.923376947676	0.1318	False	6	1
CARD17	0.923376947676	0.1318	False	6	1
VPS54	0.923376947676	0.1318	False	6	1
FAM180B	0.92302717964	0.1319	False	6	1
FAM179A	0.922637280477	0.1321	False	6	1
hsa-mir-4778	0.922247731041	0.1321	False	4	1
OR2C3	0.922168687539	0.1322	False	6	1
TTC39A	0.922168687539	0.1322	False	6	1
ARHGEF16	0.921750278351	0.1322	False	6	1
DNASE1L3	0.921743671508	0.1322	False	6	1
RPP40	0.921622578598	0.1323	False	6	1
LRRTM1	0.921101805448	0.1323	False	6	1
PIK3C2B	0.920866398801	0.1324	False	6	1
PXK	0.920841652862	0.1324	False	6	1
DCBLD1	0.920693072662	0.1324	False	6	1
TMEM38B	0.920581656021	0.1325	False	6	1
FABP12	0.920229194109	0.1325	False	6	1
KIF19	0.920000459022	0.1326	False	6	1
TRIM62	0.91965456598	0.1326	False	6	1
CACNA1F	0.918585230223	0.1326	False	6	1
SOX4	0.918585230223	0.1326	False	6	1
CCL19	0.91839137144	0.1327	False	6	1
TCEAL8	0.91839137144	0.1327	False	6	1
NALCN	0.91839137144	0.1327	False	6	1
USP54	0.91839137144	0.1327	False	6	1
FAM160B2	0.91839137144	0.1327	False	6	1
KL	0.91839137144	0.1327	False	6	1
TAF3	0.91836226418	0.1329	False	6	1
TMEM212	0.91836226418	0.1329	False	6	1
TRAF2	0.918039327745	0.1329	False	6	1
NonTargetingControlGuideForHuman_0102	0.918008846593	0.1329	False	1	1
TMEM198	0.91799959987	0.1329	False	6	1
LTB	0.917924002342	0.1329	False	6	1
OR2T11	0.917608181395	0.133	False	6	1
TKT	0.917608181395	0.133	False	6	1
LCMT2	0.917608181395	0.133	False	6	1
PNPLA8	0.917608181395	0.133	False	6	1
HS1BP3	0.917608181395	0.133	False	6	1
OR10A7	0.91628040001	0.1332	False	6	1
ABHD12	0.91590885299	0.1332	False	6	1
SLCO5A1	0.915173871052	0.1333	False	6	1
hsa-mir-548h-3	0.91506742026	0.1335	False	4	1
LTC4S	0.914802982132	0.1335	False	6	1
FAM167B	0.914441843792	0.1336	False	6	1
LOC100130480	0.914129393149	0.1336	False	6	1
hsa-mir-3613	0.914129393149	0.1336	False	4	1
IL31	0.91370808725	0.1336	False	6	1
CLCN3	0.912928963557	0.1339	False	6	1
KRTAP19-7	0.912337051032	0.1339	False	6	1
hsa-mir-3186	0.911802782092	0.134	False	4	1
CDK13	0.911802782092	0.134	False	6	1
C16orf92	0.911802782092	0.134	False	6	1
hsa-mir-3174	0.91177082473	0.134	False	4	1
C22orf39	0.911452795689	0.134	False	6	1
PTEN	0.911028424571	0.1341	False	6	1
KRBA1	0.9101372464	0.1343	False	6	1
UBA7	0.910055246259	0.1343	False	6	1
CYP1A1	0.909615632497	0.1343	False	6	1
SFXN1	0.909080716733	0.1344	False	6	1
OR5A1	0.908537527138	0.1344	False	6	1
NonTargetingControlGuideForHuman_0719	0.908084645824	0.1345	False	1	1
hsa-mir-4694	0.907911733737	0.1345	False	4	1
APITD1	0.906737620842	0.1345	False	6	1
FUBP3	0.906151760937	0.1348	False	6	1
PLSCR3	0.906151760937	0.1348	False	6	1
ABHD17A	0.906151760937	0.1348	False	6	1
ZNF664-FAM101A	0.906151760937	0.1348	False	6	1
GNAT2	0.906151760937	0.1348	False	6	1
GIMAP5	0.906151760937	0.1348	False	6	1
QRFPR	0.906151760937	0.1348	False	6	1
KRTAP21-1	0.905788283585	0.1348	False	6	1
GCSAM	0.905722468284	0.1348	False	6	1
TTC39B	0.905627958108	0.1355	False	6	1
BCL2L13	0.905627958108	0.1355	False	6	1
GPR64	0.905627958108	0.1355	False	6	1
DOC2B	0.905627958108	0.1355	False	6	1
CYBB	0.905627958108	0.1355	False	6	1
IL1RAP	0.905627958108	0.1355	False	6	1
APOA5	0.905627958108	0.1355	False	6	1
PPAP2B	0.905627958108	0.1355	False	6	1
ZNF560	0.905627958108	0.1355	False	6	1
hsa-mir-548e	0.905627958108	0.1355	False	4	1
CENPC	0.905627958108	0.1355	False	4	1
GREB1L	0.905367485326	0.1356	False	6	1
UFD1L	0.905015922994	0.1357	False	6	1
DKKL1	0.905015922994	0.1357	False	6	1
RBFA	0.905015922994	0.1357	False	6	1
POLRMT	0.905015922994	0.1357	False	6	1
TRIP4	0.905015922994	0.1357	False	6	1
PAPD5	0.905015922994	0.1357	False	6	1
ZNF24	0.905015922994	0.1357	False	6	1
ARPC5	0.905015922994	0.1357	False	6	1
HSPA13	0.904624151424	0.1358	False	6	1
LAMA2	0.904336159689	0.136	False	6	1
PPID	0.904232732949	0.1364	False	6	1
MIEN1	0.904232732949	0.1364	False	6	1
ZMYND12	0.904232732949	0.1364	False	6	1
ELMO1	0.904232732949	0.1364	False	6	1
ZNF177	0.904232732949	0.1364	False	6	1
CNOT6	0.904232732949	0.1364	False	6	1
OR52I2	0.904023258815	0.1364	False	6	1
AREG	0.9038837061	0.1364	False	6	1
REG3A	0.9038837061	0.1364	False	6	1
FCRL4	0.90356087769	0.1366	False	6	1
EXOC3L2	0.90356087769	0.1366	False	6	1
GYPB	0.90336293295	0.1366	False	6	1
HMGCS1	0.903337797119	0.1367	False	6	1
ANKRD42	0.903337797119	0.1367	False	6	1
hsa-mir-4707	0.903318948941	0.1369	False	4	1
EPS8L2	0.903318948941	0.1369	False	6	1
PHRF1	0.903114831075	0.1369	False	6	1
ANK2	0.903102780364	0.1369	False	6	1
LPHN3	0.902928874677	0.1369	False	6	1
PPP4R4	0.902842783523	0.137	False	6	1
ZNF497	0.9024380062	0.137	False	6	1
HECTD3	0.9024380062	0.137	False	6	1
SPTBN5	0.902344419415	0.137	False	6	1
SPRN	0.90189014332	0.1372	False	6	1
MRPS16	0.901583740156	0.1372	False	6	1
ZNF853	0.899066500519	0.1373	False	6	1
PLK4	0.897872203244	0.1373	False	6	1
GNGT2	0.89751321653	0.1374	False	6	1
CTSA	0.896269783616	0.1375	False	6	1
hsa-mir-4498	0.895731603219	0.1375	False	4	1
GPBAR1	0.895062704973	0.1375	False	6	1
TRIM50	0.895062704973	0.1375	False	6	1
PHF14	0.895021181651	0.1376	False	6	1
HDAC4	0.894617344477	0.1376	False	6	1
CCDC136	0.894617344477	0.1376	False	6	1
ST3GAL6	0.894214178128	0.1377	False	6	1
ZNF142	0.893954025542	0.1377	False	6	1
ARPC1A	0.893877411732	0.1377	False	6	1
KCNV1	0.893333000833	0.1377	False	6	1
GPR19	0.892707424364	0.1377	False	6	1
KRTAP22-2	0.892707424364	0.1377	False	6	1
OR2M2	0.892394973721	0.138	False	6	1
TMEM222	0.892394973721	0.138	False	6	1
WASF1	0.892394973721	0.138	False	6	1
LOC100505841	0.892394973721	0.138	False	6	1
TSPO	0.892020501116	0.1381	False	6	1
DIAPH1	0.891596315331	0.1381	False	6	1
NonTargetingControlGuideForHuman_0267	0.891357844603	0.1381	False	1	1
KRT37	0.891215410197	0.1382	False	6	1
DDI2	0.891215410197	0.1382	False	6	1
SI	0.891215410197	0.1382	False	6	1
HMP19	0.891215410197	0.1382	False	6	1
CYP4Z1	0.891215410197	0.1382	False	6	1
DPH3	0.890823638626	0.1385	False	6	1
HLA-DRB5	0.890823638626	0.1385	False	6	1
OR4C11	0.890823638626	0.1385	False	6	1
OR13G1	0.890432220151	0.1389	False	6	1
KIF9	0.890432220151	0.1389	False	6	1
hsa-mir-4426	0.890432220151	0.1389	False	3	1
TP53	0.890432220151	0.1389	False	6	1
C12orf50	0.890432220151	0.1389	False	6	1
APCS	0.890432220151	0.1389	False	6	1
CIDEB	0.890432220151	0.1389	False	6	1
MID1IP1	0.890374152606	0.1389	False	6	1
RASIP1	0.890063542276	0.139	False	6	1
C14orf39	0.890056313072	0.139	False	6	1
CNKSR2	0.889679795547	0.1391	False	6	1
AVPI1	0.88952455301	0.1392	False	6	1
HHIP	0.888995034923	0.1393	False	6	1
CNGA3	0.888744754524	0.1393	False	6	1
C1orf95	0.888550023484	0.1396	False	6	1
NonTargetingControlGuideForHuman_0279	0.888550023484	0.1396	False	1	1
ELK1	0.887758590738	0.1396	False	6	1
TRABD2B	0.887647215381	0.1396	False	6	1
WNK3	0.887646373084	0.1402	False	6	1
HKDC1	0.887646373084	0.1402	False	6	1
LLGL1	0.887646373084	0.1402	False	6	1
ACAA2	0.887646373084	0.1402	False	6	1
BARD1	0.887646373084	0.1402	False	6	1
HMGCL	0.887646373084	0.1402	False	6	1
RWDD1	0.887646373084	0.1402	False	6	1
GABBR1	0.887646373084	0.1402	False	6	1
IFT74	0.887646373084	0.1402	False	6	1
ZFYVE9	0.887646373084	0.1402	False	6	1
GPR37	0.887646373084	0.1402	False	6	1
RHBDL2	0.887646373084	0.1402	False	6	1
YIPF5	0.887646373084	0.1402	False	6	1
PKD1L3	0.887312544124	0.1402	False	6	1
hsa-mir-3145	0.887122570255	0.1404	False	3	1
SGCG	0.887122570255	0.1404	False	6	1
CLCN4	0.887122570255	0.1404	False	6	1
SUMO4	0.887122570255	0.1404	False	6	1
DTX4	0.887122570255	0.1404	False	6	1
NAT8B	0.887122570255	0.1404	False	6	1
PDE5A	0.887089692492	0.1405	False	6	1
LSM12	0.886644331996	0.1405	False	6	1
L2HGDH	0.886420263847	0.1405	False	6	1
C19orf25	0.886017520809	0.1405	False	6	1
DEFB131	0.885389315859	0.1405	False	6	1
hsa-mir-6505	0.885129431282	0.1405	False	4	1
LHFPL1	0.885128851226	0.1406	False	6	1
C6orf120	0.885128851226	0.1406	False	6	1
hsa-mir-4482	0.884868542709	0.1406	False	4	1
CHDC2	0.884348393283	0.1408	False	6	1
CD70	0.884120397789	0.1408	False	6	1
ATP6V0B	0.883357874867	0.1408	False	6	1
CXorf30	0.882459492484	0.1408	False	6	1
hsa-mir-924	0.882222579926	0.1408	False	4	1
CSRP2	0.88206941822	0.1408	False	6	1
JUNB	0.882043806531	0.1408	False	6	1
MAP2K4	0.881730905656	0.1409	False	6	1
IFNLR1	0.881730905656	0.1409	False	6	1
NonTargetingControlGuideForHuman_0397	0.88151514287	0.141	False	1	1
DCUN1D3	0.881373793639	0.141	False	6	1
ASB5	0.881105779419	0.141	False	6	1
PLAC9	0.879955526712	0.141	False	6	1
MIER3	0.879790783882	0.141	False	6	1
GPS2	0.879636463597	0.1411	False	6	1
hsa-mir-933	0.87919503756	0.1411	False	4	1
NEK4	0.878967565351	0.1411	False	6	1
CHST10	0.878522204855	0.1414	False	6	1
NAT10	0.878522204855	0.1414	False	6	1
CCDC124	0.878522204855	0.1414	False	6	1
TMEM44	0.878230922136	0.1415	False	6	1
TAF9B	0.877302945115	0.1415	False	6	1
ZBP1	0.877085573851	0.1415	False	6	1
C11orf35	0.87696192717	0.1415	False	6	1
TIMM23	0.87696192717	0.1415	False	6	1
TRAPPC6B	0.87696192717	0.1415	False	6	1
ULK2	0.8765701556	0.1415	False	6	1
PRRX1	0.8765701556	0.1415	False	6	1
WDHD1	0.876178737125	0.1419	False	6	1
ALG8	0.876178737125	0.1419	False	6	1
SENP5	0.876178737125	0.1419	False	6	1
RNF17	0.876178737125	0.1419	False	6	1
HCN2	0.876178737125	0.1419	False	6	1
CS	0.876178737125	0.1419	False	6	1
LRRC16A	0.876178737125	0.1419	False	6	1
CCT5	0.875082513997	0.1419	False	6	1
LRRTM4	0.875057213679	0.1419	False	6	1
GZMB	0.874797216838	0.1419	False	6	1
PROK1	0.874785761922	0.1421	False	6	1
KCNIP1	0.874558211206	0.1422	False	6	1
NonTargetingControlGuideForHuman_0866	0.874497796438	0.1422	False	1	1
FAM134B	0.874438457543	0.1423	False	6	1
HK1	0.874318287786	0.1423	False	6	1
PCDHA13	0.874303065398	0.1423	False	6	1
hsa-mir-379	0.874002101801	0.1423	False	4	1
TMEM223	0.873550457728	0.1424	False	6	1
ACOT6	0.873550457728	0.1424	False	6	1
DNAJC12	0.872398403774	0.1424	False	6	1
NEK1	0.872036923777	0.1424	False	5	1
SPANXF1	0.871514052266	0.1424	False	6	1
MTRNR2L4	0.87135953771	0.1425	False	6	1
INSR	0.87135953771	0.1425	False	6	1
AKR1B15	0.870467902129	0.1427	False	6	1
RELL2	0.870453307549	0.1431	False	6	1
KLHL33	0.870453307549	0.1431	False	6	1
DDX59	0.870245278969	0.1432	False	6	1
KRT19	0.870067390185	0.1433	False	6	1
UBXN10	0.869827731081	0.1434	False	6	1
ALDH5A1	0.869515280438	0.1439	False	6	1
MED11	0.869515280438	0.1439	False	6	1
hsa-mir-4518	0.869515280438	0.1439	False	4	1
COG5	0.869289633645	0.1439	False	6	1
TDRKH	0.868954033707	0.144	False	6	1
ADAM11	0.868317236082	0.1444	False	6	1
EXOSC7	0.868317236082	0.1444	False	6	1
CDH22	0.868317236082	0.1444	False	6	1
LOC643355	0.868317236082	0.1444	False	6	1
GNAT3	0.868317236082	0.1444	False	6	1
SLC9A2	0.868317236082	0.1444	False	6	1
UFL1	0.868317236082	0.1444	False	6	1
hsa-mir-513b	0.867974930922	0.1447	False	4	1
CUL2	0.867974930922	0.1447	False	6	1
SEC62	0.867864042433	0.1448	False	6	1
PTCH2	0.867793433253	0.1451	False	6	1
KLHL17	0.867793433253	0.1451	False	6	1
RAPGEF5	0.867793433253	0.1451	False	6	1
DLX1	0.867793433253	0.1451	False	6	1
TRIM24	0.867793433253	0.1451	False	6	1
GEMIN5	0.867793433253	0.1451	False	6	1
MPP4	0.867793433253	0.1451	False	6	1
RAC1	0.867793433253	0.1451	False	6	1
KLKB1	0.867793433253	0.1451	False	6	1
FN3K	0.867793433253	0.1451	False	6	1
PCSK5	0.867389950832	0.1451	False	6	1
KLHL4	0.867195132436	0.1452	False	6	1
TMEM18	0.867195132436	0.1452	False	6	1
ELFN1	0.866652359081	0.1453	False	6	1
SIRT1	0.866566094466	0.1453	False	6	1
hsa-mir-624	0.866281387504	0.1453	False	4	1
SOS1	0.866072177205	0.1453	False	6	1
FH	0.865811712572	0.1453	False	6	1
SLC26A5	0.865551404055	0.1453	False	6	1
LRRC38	0.865291251469	0.1453	False	6	1
SLC10A1	0.865291251469	0.1453	False	6	1
SCARA5	0.865291251469	0.1453	False	6	1
hsa-mir-3140	0.864980443175	0.1453	False	4	1
ZNF705B	0.86304292968	0.1453	False	6	1
PSMB7	0.862698717086	0.1453	False	6	1
hsa-mir-4466	0.862509314756	0.1453	False	4	1
SLC35F6	0.862224726424	0.1458	False	6	1
TMEM203	0.862224726424	0.1458	False	6	1
CCL20	0.862224726424	0.1458	False	6	1
ADAD2	0.862224726424	0.1458	False	6	1
ZNF329	0.862224726424	0.1458	False	6	1
GAS2	0.862224726424	0.1458	False	6	1
DMBX1	0.862224726424	0.1458	False	6	1
DMAP1	0.862030162076	0.1458	False	6	1
BABAM1	0.862030162076	0.1458	False	6	1
SNAPC5	0.862023223222	0.1458	False	6	1
ZKSCAN8	0.861832954853	0.1458	False	6	1
hsa-mir-3678	0.861832954853	0.1458	False	4	1
IGFBP6	0.861807538916	0.1458	False	6	1
CDH20	0.861441536379	0.146	False	6	1
KLF17	0.861441536379	0.146	False	6	1
ARHGAP1	0.861441536379	0.146	False	6	1
MFNG	0.860177277984	0.1461	False	6	1
TTR	0.860177277984	0.1461	False	6	1
PGD	0.859767570955	0.1462	False	6	1
CLIC3	0.859572839915	0.1462	False	6	1
CCDC14	0.859544827743	0.1462	False	6	1
SCUBE3	0.859520360089	0.1462	False	6	1
PAX1	0.859081726727	0.1462	False	6	1
AGPAT1	0.858132507139	0.1463	False	6	1
CH25H	0.857919401917	0.1464	False	6	1
KIAA1683	0.857606951274	0.1466	False	6	1
LIN37	0.857606951274	0.1466	False	6	1
TUBA4A	0.857606951274	0.1466	False	6	1
CTR9	0.857481788268	0.1468	False	6	1
FGFBP2	0.857481788268	0.1468	False	6	1
FAAH2	0.857351962263	0.1468	False	6	1
ADD2	0.857206195816	0.1468	False	6	1
KLHL24	0.856427072122	0.1468	False	6	1
HMGA1	0.856271414973	0.1469	False	6	1
OR52D1	0.855960267943	0.1469	False	6	1
FPR2	0.855702876016	0.147	False	6	1
ITGB8	0.855561250215	0.147	False	6	1
RPS15	0.85530062067	0.147	False	6	1
METAP2	0.85504062383	0.1471	False	6	1
VN1R4	0.85504062383	0.1471	False	6	1
NBN	0.85336313926	0.1472	False	6	1
hsa-mir-376a-2	0.852990563788	0.1473	False	4	1
KLHL42	0.852795482862	0.1473	False	6	1
VSIG4	0.851264433876	0.1475	False	6	1
FGF23	0.851129676337	0.1476	False	6	1
PLCB3	0.851109905589	0.1476	False	6	1
DNAJB8	0.851091383992	0.1476	False	6	1
FLJ45513	0.850870717275	0.1476	False	6	1
NR1H2	0.850817859111	0.1476	False	6	1
TNFRSF6B	0.850039294114	0.1478	False	6	1
DNMT3B	0.84946075226	0.1479	False	6	1
WIF1	0.848087582687	0.1486	False	6	1
CLDND1	0.848087582687	0.1486	False	6	1
hsa-mir-7-3	0.848087582687	0.1486	False	4	1
ADORA1	0.848087582687	0.1486	False	6	1
TOMM40	0.848087582687	0.1486	False	6	1
HIP1	0.848087582687	0.1486	False	6	1
SLC7A5	0.848087582687	0.1486	False	6	1
CCDC28B	0.848087582687	0.1486	False	6	1
OR8I2	0.848087582687	0.1486	False	6	1
NPAP1	0.848087582687	0.1486	False	6	1
OR2L3	0.848087582687	0.1486	False	6	1
RPL29	0.848087582687	0.1486	False	6	1
CHP2	0.847563779858	0.149	False	6	1
CXCR3	0.847563779858	0.149	False	6	1
GPR125	0.847563779858	0.149	False	6	1
COQ2	0.847563779858	0.149	False	6	1
NKX2-5	0.847563779858	0.149	False	6	1
C7orf49	0.847563779858	0.149	False	6	1
KRT86	0.847563779858	0.149	False	6	1
OR51S1	0.847550176375	0.149	False	6	1
WNT5A	0.84696981945	0.1491	False	6	1
BEND5	0.84696981945	0.1491	False	6	1
OVOL2	0.846864936566	0.1491	False	6	1
ERF	0.846186629405	0.1498	False	6	1
PRDM5	0.846186629405	0.1498	False	6	1
CPA1	0.846186629405	0.1498	False	6	1
PPP2R4	0.846186629405	0.1498	False	6	1
XYLT2	0.846186629405	0.1498	False	6	1
SPAG7	0.846186629405	0.1498	False	6	1
PIGP	0.846186629405	0.1498	False	6	1
SMEK2	0.846186629405	0.1498	False	6	1
SULT1A3	0.846186629405	0.1498	False	6	1
RYR3	0.846186629405	0.1498	False	6	1
MCMDC2	0.846186629405	0.1498	False	6	1
PSMC2	0.845595201362	0.1498	False	6	1
NOLC1	0.845537996501	0.1498	False	6	1
MED13	0.845212427537	0.15	False	6	1
ZNF671	0.845091949887	0.1502	False	6	1
C3orf62	0.845091949887	0.1502	False	6	1
ZNF451	0.845091949887	0.1502	False	6	1
OR5W2	0.844869098255	0.1502	False	6	1
ZFHX3	0.844814743419	0.1504	False	6	1
ICAM3	0.844814743419	0.1504	False	6	1
MSI1	0.844814743419	0.1504	False	6	1
RPS3	0.844814743419	0.1504	False	6	1
SHMT1	0.844810991489	0.1505	False	6	1
CSNK2A2	0.844768308901	0.1505	False	6	1
RGS2	0.844745101218	0.1507	False	6	1
ZNF277	0.844655110862	0.1507	False	6	1
KIAA0226L	0.844595121001	0.1507	False	6	1
PROX1	0.844499286162	0.1507	False	6	1
VAV3	0.844423737759	0.1507	False	6	1
KCNMB4	0.844423737759	0.1507	False	6	1
TUBG2	0.844343517354	0.1507	False	6	1
TSNAX	0.84432540681	0.1508	False	6	1
USP25	0.84431575379	0.1508	False	6	1
SOX11	0.844225829803	0.1508	False	6	1
PCSK1	0.844130763046	0.1508	False	6	1
CTSB	0.844130763046	0.1508	False	6	1
SPPL2B	0.844130763046	0.1508	False	6	1
C9orf152	0.844075971298	0.1508	False	6	1
FGD3	0.843876545865	0.1508	False	6	1
EWSR1	0.843854856077	0.1508	False	6	1
FNDC3B	0.843721000215	0.1508	False	6	1
RAB3A	0.843681723464	0.1508	False	6	1
hsa-mir-378f	0.843595407418	0.1508	False	4	1
ITPRIPL2	0.843572111595	0.1508	False	6	1
TMEM72	0.843572111595	0.1508	False	6	1
USP4	0.842987754653	0.1508	False	6	1
EXOC7	0.841533066063	0.1509	False	6	1
ATP6AP1	0.841058445976	0.1509	False	6	1
RFPL3	0.840741411917	0.151	False	6	1
PAIP2B	0.83990859487	0.151	False	6	1
ANKRA2	0.839542168607	0.151	False	6	1
CRK	0.838797655898	0.151	False	6	1
EIF4G2	0.838633850673	0.151	False	6	1
PTPRR	0.837936344847	0.1512	False	6	1
SHC4	0.837780687697	0.1512	False	6	1
RPIA	0.837470661865	0.1513	False	6	1
SYNJ2	0.837470661865	0.1513	False	6	1
KIRREL2	0.837275580939	0.1513	False	6	1
ZXDC	0.836354917361	0.1513	False	6	1
FBP2	0.836131951318	0.1513	False	6	1
MEOX2	0.835263384638	0.1513	False	6	1
ZNF600	0.834146271197	0.1513	False	6	1
NELFB	0.833117195437	0.1513	False	6	1
NonTargetingControlGuideForHuman_0285	0.832372706392	0.1513	False	1	1
SLC8A3	0.829497649384	0.1513	False	6	1
ITGAM	0.829302568458	0.1513	False	6	1
IGFL2	0.828779910919	0.1513	False	6	1
FAM151A	0.828328476094	0.1513	False	6	1
DNAH14	0.827777999631	0.1513	False	6	1
LRRC3C	0.827777999631	0.1513	False	6	1
FBXW4	0.827580525063	0.1514	False	6	1
ISL2	0.826869387743	0.1523	False	6	1
MAPKBP1	0.826869387743	0.1523	False	6	1
SBK2	0.826869387743	0.1523	False	6	1
C5orf51	0.826869387743	0.1523	False	6	1
INTS2	0.826869387743	0.1523	False	6	1
DNAJA4	0.826869387743	0.1523	False	6	1
CPB2	0.826869387743	0.1523	False	6	1
FBXO4	0.826869387743	0.1523	False	6	1
CT62	0.826869387743	0.1523	False	6	1
hsa-mir-449a	0.826869387743	0.1523	False	4	1
KLF14	0.826869387743	0.1523	False	6	1
SOCS6	0.826869387743	0.1523	False	6	1
ARHGAP12	0.826869387743	0.1523	False	6	1
SMR3B	0.82673090853	0.1524	False	6	1
TIMP1	0.826345584914	0.1532	False	6	1
OR8B4	0.826345584914	0.1532	False	6	1
PHGDH	0.826345584914	0.1532	False	6	1
SLCO2A1	0.826345584914	0.1532	False	6	1
KLHL3	0.826345584914	0.1532	False	6	1
NGF	0.826345584914	0.1532	False	6	1
XPO7	0.826345584914	0.1532	False	6	1
NRXN1	0.826345584914	0.1532	False	6	1
LCE1C	0.826345584914	0.1532	False	6	1
TMPRSS11A	0.826345584914	0.1532	False	6	1
ATP5SL	0.826345584914	0.1532	False	6	1
ALX4	0.826345584914	0.1532	False	6	1
SLC30A1	0.825439230346	0.1533	False	6	1
GBP6	0.825406268111	0.1534	False	6	1
CNKSR3	0.825260752539	0.1534	False	6	1
UBIAD1	0.824628715392	0.1535	False	6	1
CST9L	0.823814907845	0.1537	False	6	1
OR4C6	0.823753435437	0.1537	False	6	1
SLC12A5	0.823629497371	0.1537	False	6	1
KRTAP5-9	0.821669421036	0.1537	False	6	1
SFXN2	0.821614433568	0.1538	False	6	1
PTPN1	0.821386030806	0.1538	False	6	1
ZNF169	0.820847248255	0.1538	False	6	1
YIF1A	0.81939046782	0.1538	False	6	1
KIAA1468	0.818083838765	0.1538	False	6	1
hsa-mir-4257	0.817953895436	0.1538	False	4	1
UXT	0.816894497322	0.154	False	6	1
SRP9	0.816786755258	0.1541	False	6	1
ALKBH1	0.816362070701	0.1541	False	6	1
GUCA2B	0.81502795039	0.1542	False	6	1
MLLT1	0.814136719407	0.1542	False	6	1
RALGPS2	0.812482919153	0.1543	False	6	1
ACPT	0.81101128103	0.1544	False	6	1
OR5B3	0.810262796008	0.1545	False	6	1
NTRK2	0.810096329946	0.1546	False	6	1
SEPSECS	0.807676929968	0.1546	False	6	1
SUGP2	0.807008215181	0.1547	False	6	1
ANKFY1	0.806427250349	0.1548	False	6	1
TUBGCP5	0.80293910808	0.1548	False	6	1
ATRX	0.0	1.0	False	6	0
hsa-mir-320d-1	0.0	1.0	False	4	0
TCOF1	0.0	1.0	False	6	0
NSRP1	0.0	1.0	False	6	0
SPPL3	0.0	1.0	False	6	0
OPA3	0.0	1.0	False	6	0
OPA1	0.0	1.0	False	6	0
ITGA9	0.0	1.0	False	6	0
hsa-mir-4705	0.0	1.0	False	4	0
hsa-mir-4703	0.0	1.0	False	1	0
hsa-mir-4701	0.0	1.0	False	4	0
hsa-mir-4700	0.0	1.0	False	4	0
ITGA1	0.0	1.0	False	6	0
ITGA2	0.0	1.0	False	6	0
ITGA3	0.0	1.0	False	6	0
ITGA4	0.0	1.0	False	6	0
ITGA5	0.0	1.0	False	6	0
hsa-mir-4709	0.0	1.0	False	4	0
TRHR	0.0	1.0	False	6	0
UFSP1	0.0	1.0	False	6	0
UFSP2	0.0	1.0	False	6	0
FAM212B	0.0	1.0	False	6	0
FAM212A	0.0	1.0	False	6	0
CHST9	0.0	1.0	False	6	0
CHST8	0.0	1.0	False	6	0
CHST1	0.0	1.0	False	6	0
CHST3	0.0	1.0	False	6	0
CHST2	0.0	1.0	False	6	0
CHST5	0.0	1.0	False	6	0
CHST4	0.0	1.0	False	6	0
CHST7	0.0	1.0	False	6	0
CHST6	0.0	1.0	False	6	0
BCL2A1	0.0	1.0	False	6	0
ITGAV	0.0	1.0	False	6	0
ITGAL	0.0	1.0	False	6	0
ITGAD	0.0	1.0	False	6	0
ITGAE	0.0	1.0	False	6	0
CRLF2_Y	0.0	1.0	False	6	0
CRLF2_X	0.0	1.0	False	6	0
SLC36A4	0.0	1.0	False	6	0
SLC36A3	0.0	1.0	False	6	0
SLC36A2	0.0	1.0	False	6	0
SLC36A1	0.0	1.0	False	6	0
ART1	0.0	1.0	False	6	0
ART3	0.0	1.0	False	6	0
ART5	0.0	1.0	False	6	0
ART4	0.0	1.0	False	6	0
hsa-mir-3168	0.0	1.0	False	4	0
hsa-mir-3169	0.0	1.0	False	4	0
hsa-mir-3166	0.0	1.0	False	4	0
hsa-mir-3167	0.0	1.0	False	4	0
hsa-mir-3164	0.0	1.0	False	4	0
hsa-mir-3165	0.0	1.0	False	4	0
hsa-mir-3162	0.0	1.0	False	4	0
hsa-mir-3163	0.0	1.0	False	4	0
hsa-mir-3161	0.0	1.0	False	4	0
NonTargetingControlGuideForHuman_0339	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0338	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0331	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0330	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0333	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0332	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0335	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0334	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0337	0.0	1.0	False	1	0
NonTargetingControlGuideForHuman_0336	0.0	1.0	False	1	0
CRTAM	0.0	1.0	False	6	0
CADPS2	0.0	1.0	False	6	0
RLF	0.0	1.0	False	6	0
USP17L30	0.0	1.0	False	6	0
CRTAP	0.0	1.0	False	6	0
ADPGK	0.0	1.0	False	6	0
CPEB4	0.0	1.0	False	6	0
CPEB1	0.0	1.0	False	6	0
SRBD1	0.0	1.0	False	6	0
hsa-mir-450a-1	0.0	1.0	False	2	0
POU5F1B	0.0	1.0	False	6	0
PHOX2A	0.0	1.0	False	6	0
PHOX2B	0.0	1.0	False	6	0
UPK2	0.0	1.0	False	6	0
CFH	0.0	1.0	False	6	0
CFB	0.0	1.0	False	6	0
AAAS	0.0	1.0	False	6	0
SIDT1	0.0	1.0	False	6	0
SIDT2	0.0	1.0	False	6	0
SAGE1	0.0	1.0	False	6	0
hsa-mir-4436a	0.0	1.0	False	4	0
