gene	aRRA	aRRA p_value	aRRA FDR	significant	# signif. sgRNAs
PRPF38B	0.0337733265268	2.09E-01	1.00E+00	False	1
GATA5	0.0337733265268	2.09E-01	1.00E+00	False	1
IL1F10	0.0337733265268	2.09E-01	1.00E+00	False	1
TAS2R14	0.0338948716079	2.09E-01	1.00E+00	False	1
hsa-mir-4768	0.0339029746133	2.09E-01	1.00E+00	False	1
PIK3R1	0.0339110776187	2.09E-01	1.00E+00	False	1
ACPT	0.0339272836295	2.09E-01	1.00E+00	False	1
TECR	0.0339272836295	2.09E-01	1.00E+00	False	1
OR2G2	0.0339556441484	2.09E-01	1.00E+00	False	1
MKI67	0.0339556441484	2.09E-01	1.00E+00	False	1
CCKBR	0.03398805617	2.09E-01	1.00E+00	False	1
KRTAP13-3	0.03398805617	2.09E-01	1.00E+00	False	1
SLC22A11	0.03398805617	2.09E-01	1.00E+00	False	1
PPAT	0.0340366742025	2.09E-01	1.00E+00	False	1
RPRM	0.0340366742025	2.09E-01	1.00E+00	False	1
XYLT1	0.0340366742025	2.09E-01	1.00E+00	False	1
GOLM1	0.034056931716	2.09E-01	1.00E+00	False	1
ESPNL	0.0341055497484	2.09E-01	1.00E+00	False	1
PNLIP	0.0341055497484	2.09E-01	1.00E+00	False	1
ZXDC	0.0341055497484	2.09E-01	1.00E+00	False	1
FOLR3	0.0341055497484	2.09E-01	1.00E+00	False	1
WEE2	0.0341055497484	2.09E-01	1.00E+00	False	1
ZBTB16	0.0341055497484	2.09E-01	1.00E+00	False	1
HLA-DOA	0.0341420132727	2.09E-01	1.00E+00	False	1
ACOXL	0.0341906313052	2.09E-01	1.00E+00	False	1
C16orf78	0.034206837316	2.09E-01	1.00E+00	False	1
PTCHD4	0.034206837316	2.09E-01	1.00E+00	False	1
MCL1	0.0345025970132	2.11E-01	1.00E+00	False	1
C2orf27A	0.0345025970132	2.11E-01	1.00E+00	False	1
ATXN3L	0.0345025970132	2.11E-01	1.00E+00	False	1
RAB27B	0.0345025970132	2.11E-01	1.00E+00	False	1
WDR92	0.0345025970132	2.11E-01	1.00E+00	False	1
FGFR1OP2	0.0345025970132	2.11E-01	1.00E+00	False	1
IL20RB	0.0345025970132	2.11E-01	1.00E+00	False	1
OR2V1	0.0345025970132	2.11E-01	1.00E+00	False	1
CYP8B1	0.0345025970132	2.11E-01	1.00E+00	False	1
C19orf18	0.0345025970132	2.11E-01	1.00E+00	False	1
OR5T3	0.0345025970132	2.11E-01	1.00E+00	False	1
DFFA	0.0345025970132	2.11E-01	1.00E+00	False	1
OR2T11	0.0345025970132	2.11E-01	1.00E+00	False	1
LYSMD1	0.0345025970132	2.11E-01	1.00E+00	False	1
TMEM59	0.0345025970132	2.11E-01	1.00E+00	False	1
ATP5J2	0.0345025970132	2.11E-01	1.00E+00	False	1
TRPM2	0.0345025970132	2.11E-01	1.00E+00	False	1
KCTD7	0.0345025970132	2.11E-01	1.00E+00	False	1
TFCP2L1	0.0345025970132	2.11E-01	1.00E+00	False	1
SESN2	0.0345025970132	2.11E-01	1.00E+00	False	1
LRRN4CL	0.0345025970132	2.11E-01	1.00E+00	False	1
ITIH2	0.0345025970132	2.11E-01	1.00E+00	False	1
FANCF	0.0345025970132	2.11E-01	1.00E+00	False	1
PTCD1	0.0345025970132	2.11E-01	1.00E+00	False	1
ACTR3	0.0345025970132	2.11E-01	1.00E+00	False	1
hsa-mir-3689f	0.0345025970132	2.11E-01	1.00E+00	False	1
TNS4	0.0345025970132	2.11E-01	1.00E+00	False	1
TPSD1	0.0345025970132	2.11E-01	1.00E+00	False	1
ALS2CR8	0.0345025970132	2.11E-01	1.00E+00	False	1
CHST12	0.0345025970132	2.11E-01	1.00E+00	False	1
CHGB	0.0345025970132	2.11E-01	1.00E+00	False	1
PPTC7	0.0345025970132	2.11E-01	1.00E+00	False	1
DLD	0.0345025970132	2.11E-01	1.00E+00	False	1
ZBTB44	0.0345025970132	2.11E-01	1.00E+00	False	1
DHX58	0.0345025970132	2.11E-01	1.00E+00	False	1
GNL3	0.0345025970132	2.11E-01	1.00E+00	False	1
FGF21	0.0345025970132	2.11E-01	1.00E+00	False	1
RAD23A	0.0345025970132	2.11E-01	1.00E+00	False	1
SLC6A18	0.0345025970132	2.11E-01	1.00E+00	False	1
MBNL2	0.0345025970132	2.11E-01	1.00E+00	False	1
ZNF589	0.0345025970132	2.11E-01	1.00E+00	False	1
PIGV	0.0345025970132	2.11E-01	1.00E+00	False	1
GUSB	0.0345025970132	2.11E-01	1.00E+00	False	1
FOSL1	0.0345025970132	2.11E-01	1.00E+00	False	1
ITFG3	0.0345025970132	2.11E-01	1.00E+00	False	1
DDX17	0.0345025970132	2.11E-01	1.00E+00	False	1
METTL3	0.0345025970132	2.11E-01	1.00E+00	False	1
TAF15	0.0345025970132	2.11E-01	1.00E+00	False	1
PCDHGA2	0.0345025970132	2.11E-01	1.00E+00	False	1
ACSL6	0.0345025970132	2.11E-01	1.00E+00	False	1
PRR14L	0.0345025970132	2.11E-01	1.00E+00	False	1
OPRM1	0.0345025970132	2.11E-01	1.00E+00	False	1
KRTAP10-1	0.0347943052078	2.11E-01	1.00E+00	False	1
MPP1	0.0348105112186	2.11E-01	1.00E+00	False	1
FGFBP1	0.0348105112186	2.11E-01	1.00E+00	False	1
MESP2	0.0348267172294	2.11E-01	1.00E+00	False	1
C8orf44	0.0349847258348	2.11E-01	1.00E+00	False	1
ELP6	0.0349847258348	2.11E-01	1.00E+00	False	1
AGAP3	0.0349847258348	2.11E-01	1.00E+00	False	1
TBXA2R	0.0349847258348	2.11E-01	1.00E+00	False	1
SEL1L	0.0349847258348	2.11E-01	1.00E+00	False	1
NHLH1	0.0349847258348	2.11E-01	1.00E+00	False	1
PTGIS	0.0349847258348	2.11E-01	1.00E+00	False	1
TRIP4	0.0349847258348	2.11E-01	1.00E+00	False	1
CIDEB	0.0349847258348	2.11E-01	1.00E+00	False	1
MLC1	0.0349847258348	2.11E-01	1.00E+00	False	1
TLCD2	0.0349847258348	2.11E-01	1.00E+00	False	1
REEP6	0.0349847258348	2.11E-01	1.00E+00	False	1
FOXP1	0.0349847258348	2.11E-01	1.00E+00	False	1
MRGBP	0.0349847258348	2.11E-01	1.00E+00	False	1
NEFM	0.0349847258348	2.11E-01	1.00E+00	False	1
OIT3	0.0349847258348	2.11E-01	1.00E+00	False	1
TCAIM	0.0349847258348	2.11E-01	1.00E+00	False	1
hsa-mir-422a	0.0349847258348	2.11E-01	1.00E+00	False	1
CDKN1C	0.0349847258348	2.11E-01	1.00E+00	False	1
RNF166	0.0349847258348	2.11E-01	1.00E+00	False	1
PRELP	0.0349847258348	2.11E-01	1.00E+00	False	1
ZNF581	0.0349847258348	2.11E-01	1.00E+00	False	1
ZNF280D	0.0349847258348	2.11E-01	1.00E+00	False	1
C3orf27	0.0349847258348	2.11E-01	1.00E+00	False	1
CNGA3	0.0349847258348	2.11E-01	1.00E+00	False	1
TBC1D8	0.0349847258348	2.11E-01	1.00E+00	False	1
ARAF	0.0349847258348	2.11E-01	1.00E+00	False	1
C2orf76	0.0349847258348	2.11E-01	1.00E+00	False	1
FKBP9	0.0349847258348	2.11E-01	1.00E+00	False	1
C21orf62	0.0351427344402	2.11E-01	1.00E+00	False	1
OR5T2	0.0351508374456	2.11E-01	1.00E+00	False	1
TPSAB1	0.0351710949591	2.11E-01	1.00E+00	False	1
IL1B	0.0351710949591	2.11E-01	1.00E+00	False	1
SLC6A15	0.0351710949591	2.11E-01	1.00E+00	False	1
PDPK1	0.0351710949591	2.11E-01	1.00E+00	False	1
IGSF21	0.0352075584834	2.11E-01	1.00E+00	False	1
PHACTR1	0.0383555760832	2.39E-01	1.00E+00	False	0
CHMP3	0.0383555760832	2.39E-01	1.00E+00	False	0
OR52N5	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-448	0.0383555760832	2.39E-01	1.00E+00	False	0
GOLGA8A	0.0383555760832	2.39E-01	1.00E+00	False	0
NPC1	0.0383555760832	2.39E-01	1.00E+00	False	0
GJC1	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF836	0.0383555760832	2.39E-01	1.00E+00	False	0
LRIF1	0.0383555760832	2.39E-01	1.00E+00	False	0
PATL2	0.0383555760832	2.39E-01	1.00E+00	False	0
UBE2J1	0.0383555760832	2.39E-01	1.00E+00	False	0
FBXO17	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-6818	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-6812	0.0383555760832	2.39E-01	1.00E+00	False	0
SPIN2B	0.0383555760832	2.39E-01	1.00E+00	False	0
KRT31	0.0383555760832	2.39E-01	1.00E+00	False	0
SERPINB7	0.0383555760832	2.39E-01	1.00E+00	False	0
GPR141	0.0383555760832	2.39E-01	1.00E+00	False	0
CITED1	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF419	0.0383555760832	2.39E-01	1.00E+00	False	0
GSTZ1	0.0383555760832	2.39E-01	1.00E+00	False	0
PPFIA4	0.0383555760832	2.39E-01	1.00E+00	False	0
ALG5	0.0383555760832	2.39E-01	1.00E+00	False	0
RAPGEF6	0.0383555760832	2.39E-01	1.00E+00	False	0
LDLRAD4	0.0383555760832	2.39E-01	1.00E+00	False	0
DEFB135	0.0383555760832	2.39E-01	1.00E+00	False	0
ORM2	0.0383555760832	2.39E-01	1.00E+00	False	0
SIPA1	0.0383555760832	2.39E-01	1.00E+00	False	0
FLRT1	0.0383555760832	2.39E-01	1.00E+00	False	0
PDHA1	0.0383555760832	2.39E-01	1.00E+00	False	0
CD244	0.0383555760832	2.39E-01	1.00E+00	False	0
LSM4	0.0383555760832	2.39E-01	1.00E+00	False	0
GATSL1	0.0383555760832	2.39E-01	1.00E+00	False	0
LSM2	0.0383555760832	2.39E-01	1.00E+00	False	0
HIST1H1T	0.0383555760832	2.39E-01	1.00E+00	False	0
ERG	0.0383555760832	2.39E-01	1.00E+00	False	0
EEPD1	0.0383555760832	2.39E-01	1.00E+00	False	0
HOXA1	0.0383555760832	2.39E-01	1.00E+00	False	0
CTSO	0.0383555760832	2.39E-01	1.00E+00	False	0
CTSF	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-3655	0.0383555760832	2.39E-01	1.00E+00	False	0
KLC1	0.0383555760832	2.39E-01	1.00E+00	False	0
TSPYL6	0.0383555760832	2.39E-01	1.00E+00	False	0
IQCA1	0.0383555760832	2.39E-01	1.00E+00	False	0
HS6ST2	0.0383555760832	2.39E-01	1.00E+00	False	0
MORN4	0.0383555760832	2.39E-01	1.00E+00	False	0
ANKRD52	0.0383555760832	2.39E-01	1.00E+00	False	0
RBM22	0.0383555760832	2.39E-01	1.00E+00	False	0
LSMEM2	0.0383555760832	2.39E-01	1.00E+00	False	0
COL9A3	0.0383555760832	2.39E-01	1.00E+00	False	0
RWDD2A	0.0383555760832	2.39E-01	1.00E+00	False	0
IGSF5	0.0383555760832	2.39E-01	1.00E+00	False	0
ILVBL	0.0383555760832	2.39E-01	1.00E+00	False	0
FGR	0.0383555760832	2.39E-01	1.00E+00	False	0
NEIL2	0.0383555760832	2.39E-01	1.00E+00	False	0
ABCB4	0.0383555760832	2.39E-01	1.00E+00	False	0
C17orf58	0.0383555760832	2.39E-01	1.00E+00	False	0
OSBP2	0.0383555760832	2.39E-01	1.00E+00	False	0
LRP3	0.0383555760832	2.39E-01	1.00E+00	False	0
SVOP	0.0383555760832	2.39E-01	1.00E+00	False	0
CCDC108	0.0383555760832	2.39E-01	1.00E+00	False	0
C3orf80	0.0383555760832	2.39E-01	1.00E+00	False	0
C9orf114	0.0383555760832	2.39E-01	1.00E+00	False	0
ILDR1	0.0383555760832	2.39E-01	1.00E+00	False	0
KLK8	0.0383555760832	2.39E-01	1.00E+00	False	0
KLK9	0.0383555760832	2.39E-01	1.00E+00	False	0
COPS6	0.0383555760832	2.39E-01	1.00E+00	False	0
EIF1B	0.0383555760832	2.39E-01	1.00E+00	False	0
SNCG	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-6820	0.0383555760832	2.39E-01	1.00E+00	False	0
EMILIN2	0.0383555760832	2.39E-01	1.00E+00	False	0
DENND1A	0.0383555760832	2.39E-01	1.00E+00	False	0
UBE2J2	0.0383555760832	2.39E-01	1.00E+00	False	0
CER1	0.0383555760832	2.39E-01	1.00E+00	False	0
CPVL	0.0383555760832	2.39E-01	1.00E+00	False	0
PCDH15	0.0383555760832	2.39E-01	1.00E+00	False	0
TMED7-TICAM2	0.0383555760832	2.39E-01	1.00E+00	False	0
MUC15	0.0383555760832	2.39E-01	1.00E+00	False	1
CTCF	0.0383555760832	2.39E-01	1.00E+00	False	0
RASGRP4	0.0383555760832	2.39E-01	1.00E+00	False	0
NUPR1	0.0383555760832	2.39E-01	1.00E+00	False	0
ENTPD5	0.0383555760832	2.39E-01	1.00E+00	False	0
TMEFF2	0.0383555760832	2.39E-01	1.00E+00	False	0
XRRA1	0.0383555760832	2.39E-01	1.00E+00	False	0
MAGEE2	0.0383555760832	2.39E-01	1.00E+00	False	0
ALDH3B2	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-4646	0.0383555760832	2.39E-01	1.00E+00	False	0
PEBP1	0.0383555760832	2.39E-01	1.00E+00	False	0
RFC1	0.0383555760832	2.39E-01	1.00E+00	False	0
HTR1F	0.0383555760832	2.39E-01	1.00E+00	False	0
OS9	0.0383555760832	2.39E-01	1.00E+00	False	0
HIST1H4E	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-376b	0.0383555760832	2.39E-01	1.00E+00	False	0
NPFFR1	0.0383555760832	2.39E-01	1.00E+00	False	0
TMEM204	0.0383555760832	2.39E-01	1.00E+00	False	0
OR2AK2	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF621	0.0383555760832	2.39E-01	1.00E+00	False	0
CAMK2B	0.0383555760832	2.39E-01	1.00E+00	False	0
KAZALD1	0.0383555760832	2.39E-01	1.00E+00	False	0
JAK2	0.0383555760832	2.39E-01	1.00E+00	False	0
LHFPL4	0.0383555760832	2.39E-01	1.00E+00	False	0
KIF21A	0.0383555760832	2.39E-01	1.00E+00	False	0
MCTS1	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF544	0.0383555760832	2.39E-01	1.00E+00	False	0
JAKMIP1	0.0383555760832	2.39E-01	1.00E+00	False	0
LCN2	0.0383555760832	2.39E-01	1.00E+00	False	0
LCN9	0.0383555760832	2.39E-01	1.00E+00	False	1
TPGS1	0.0383555760832	2.39E-01	1.00E+00	False	0
CCR6	0.0383555760832	2.39E-01	1.00E+00	False	0
UBE3B	0.0383555760832	2.39E-01	1.00E+00	False	0
HSPA1A	0.0383555760832	2.39E-01	1.00E+00	False	0
TTI2	0.0383555760832	2.39E-01	1.00E+00	False	0
EVA1C	0.0383555760832	2.39E-01	1.00E+00	False	0
ADORA3	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-224	0.0383555760832	2.39E-01	1.00E+00	False	0
MPV17L2	0.0383555760832	2.39E-01	1.00E+00	False	0
CAMKMT	0.0383555760832	2.39E-01	1.00E+00	False	0
DAPK3	0.0383555760832	2.39E-01	1.00E+00	False	0
GRB14	0.0383555760832	2.39E-01	1.00E+00	False	0
DKK3	0.0383555760832	2.39E-01	1.00E+00	False	0
CEBPD	0.0383555760832	2.39E-01	1.00E+00	False	0
EXTL1	0.0383555760832	2.39E-01	1.00E+00	False	0
MAN1A2	0.0383555760832	2.39E-01	1.00E+00	False	0
LCT	0.0383555760832	2.39E-01	1.00E+00	False	0
RBAK-RBAKDN	0.0383555760832	2.39E-01	1.00E+00	False	0
DYDC2	0.0383555760832	2.39E-01	1.00E+00	False	0
PREX2	0.0383555760832	2.39E-01	1.00E+00	False	0
IGFL4	0.0383555760832	2.39E-01	1.00E+00	False	0
RNF112	0.0383555760832	2.39E-01	1.00E+00	False	0
NUP93	0.0383555760832	2.39E-01	1.00E+00	False	0
NOP9	0.0383555760832	2.39E-01	1.00E+00	False	0
SMAD1	0.0383555760832	2.39E-01	1.00E+00	False	0
TCEA2	0.0383555760832	2.39E-01	1.00E+00	False	0
CNPY2	0.0383555760832	2.39E-01	1.00E+00	False	0
CLIC6	0.0383555760832	2.39E-01	1.00E+00	False	0
SRRM4	0.0383555760832	2.39E-01	1.00E+00	False	0
PLSCR4	0.0383555760832	2.39E-01	1.00E+00	False	0
PLSCR5	0.0383555760832	2.39E-01	1.00E+00	False	0
GRASP	0.0383555760832	2.39E-01	1.00E+00	False	0
GNA11	0.0383555760832	2.39E-01	1.00E+00	False	0
ZBTB33	0.0383555760832	2.39E-01	1.00E+00	False	0
MAU2	0.0383555760832	2.39E-01	1.00E+00	False	0
TOB2	0.0383555760832	2.39E-01	1.00E+00	False	0
OR5T1	0.0383555760832	2.39E-01	1.00E+00	False	0
LLGL2	0.0383555760832	2.39E-01	1.00E+00	False	0
GAL3ST2	0.0383555760832	2.39E-01	1.00E+00	False	0
C3orf38	0.0383555760832	2.39E-01	1.00E+00	False	0
ENDOV	0.0383555760832	2.39E-01	1.00E+00	False	0
RUNX1T1	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF814	0.0383555760832	2.39E-01	1.00E+00	False	0
PIANP	0.0383555760832	2.39E-01	1.00E+00	False	0
WBSCR22	0.0383555760832	2.39E-01	1.00E+00	False	0
GP1BA	0.0383555760832	2.39E-01	1.00E+00	False	0
CABP4	0.0383555760832	2.39E-01	1.00E+00	False	0
CCDC6	0.0383555760832	2.39E-01	1.00E+00	False	0
MPC1L	0.0383555760832	2.39E-01	1.00E+00	False	0
KRT16	0.0383555760832	2.39E-01	1.00E+00	False	0
NBPF9	0.0383555760832	2.39E-01	1.00E+00	False	0
ROR1	0.0383555760832	2.39E-01	1.00E+00	False	0
GOLT1B	0.0383555760832	2.39E-01	1.00E+00	False	0
TCF25	0.0383555760832	2.39E-01	1.00E+00	False	0
PDCD5	0.0383555760832	2.39E-01	1.00E+00	False	0
TMEM52	0.0383555760832	2.39E-01	1.00E+00	False	0
KIAA1462	0.0383555760832	2.39E-01	1.00E+00	False	0
ACSM5	0.0383555760832	2.39E-01	1.00E+00	False	0
DTD1	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF654	0.0383555760832	2.39E-01	1.00E+00	False	0
TARBP2	0.0383555760832	2.39E-01	1.00E+00	False	0
FAM194B	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-138-1	0.0383555760832	2.39E-01	1.00E+00	False	0
TULP3	0.0383555760832	2.39E-01	1.00E+00	False	0
HIST1H3B	0.0383555760832	2.39E-01	1.00E+00	False	0
ACKR4	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC7A4	0.0383555760832	2.39E-01	1.00E+00	False	0
RAB8B	0.0383555760832	2.39E-01	1.00E+00	False	0
RAD21	0.0383555760832	2.39E-01	1.00E+00	False	0
USP17L8	0.0383555760832	2.39E-01	1.00E+00	False	0
SYS1	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC30A10	0.0383555760832	2.39E-01	1.00E+00	False	0
FITM2	0.0383555760832	2.39E-01	1.00E+00	False	0
ARMCX2	0.0383555760832	2.39E-01	1.00E+00	False	0
ARMCX1	0.0383555760832	2.39E-01	1.00E+00	False	0
FUT4	0.0383555760832	2.39E-01	1.00E+00	False	0
FUT2	0.0383555760832	2.39E-01	1.00E+00	False	0
GHR	0.0383555760832	2.39E-01	1.00E+00	False	0
MT1H	0.0383555760832	2.39E-01	1.00E+00	False	0
OR1J4	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-4322	0.0383555760832	2.39E-01	1.00E+00	False	0
C9orf89	0.0383555760832	2.39E-01	1.00E+00	False	0
C9orf85	0.0383555760832	2.39E-01	1.00E+00	False	0
HRCT1	0.0383555760832	2.39E-01	1.00E+00	False	0
KCNJ10	0.0383555760832	2.39E-01	1.00E+00	False	0
EQTN	0.0383555760832	2.39E-01	1.00E+00	False	0
CLCA1	0.0383555760832	2.39E-01	1.00E+00	False	0
NOS1	0.0383555760832	2.39E-01	1.00E+00	False	0
EIF3D	0.0383555760832	2.39E-01	1.00E+00	False	0
SLC8A2	0.0383555760832	2.39E-01	1.00E+00	False	0
GALNT12	0.0383555760832	2.39E-01	1.00E+00	False	0
TSKU	0.0383555760832	2.39E-01	1.00E+00	False	0
ANKRD7	0.0383555760832	2.39E-01	1.00E+00	False	0
DUOXA2	0.0383555760832	2.39E-01	1.00E+00	False	0
TRAM1L1	0.0383555760832	2.39E-01	1.00E+00	False	0
KCNH4	0.0383555760832	2.39E-01	1.00E+00	False	0
GLRA3	0.0383555760832	2.39E-01	1.00E+00	False	0
MTRR	0.0383555760832	2.39E-01	1.00E+00	False	0
MSLN	0.0383555760832	2.39E-01	1.00E+00	False	0
TJAP1	0.0383555760832	2.39E-01	1.00E+00	False	0
KLHL6	0.0383555760832	2.39E-01	1.00E+00	False	0
UBR2	0.0383555760832	2.39E-01	1.00E+00	False	0
GLMN	0.0383555760832	2.39E-01	1.00E+00	False	0
FRMPD4	0.0383555760832	2.39E-01	1.00E+00	False	0
KRBA2	0.0383555760832	2.39E-01	1.00E+00	False	0
KIF18A	0.0383555760832	2.39E-01	1.00E+00	False	0
TGM4	0.0383555760832	2.39E-01	1.00E+00	False	0
EIF3L	0.0383555760832	2.39E-01	1.00E+00	False	0
DNAJB1	0.0383555760832	2.39E-01	1.00E+00	False	0
INPP5J	0.0383555760832	2.39E-01	1.00E+00	False	0
GUCA2B	0.0383555760832	2.39E-01	1.00E+00	False	0
PGM2	0.0383555760832	2.39E-01	1.00E+00	False	0
LIN52	0.0383555760832	2.39E-01	1.00E+00	False	0
UPF3A	0.0383555760832	2.39E-01	1.00E+00	False	0
ANGPTL4	0.0383555760832	2.39E-01	1.00E+00	False	0
ALG1L	0.0383555760832	2.39E-01	1.00E+00	False	0
CEACAM21	0.0383555760832	2.39E-01	1.00E+00	False	0
POLE	0.0383555760832	2.39E-01	1.00E+00	False	0
POLI	0.0383555760832	2.39E-01	1.00E+00	False	0
WDR20	0.0383555760832	2.39E-01	1.00E+00	False	0
DIRC1	0.0383555760832	2.39E-01	1.00E+00	False	0
MAGEC3	0.0383555760832	2.39E-01	1.00E+00	False	0
SNX10	0.0383555760832	2.39E-01	1.00E+00	False	0
NELFE	0.0383555760832	2.39E-01	1.00E+00	False	0
IRX1	0.0383555760832	2.39E-01	1.00E+00	False	0
XPO1	0.0383555760832	2.39E-01	1.00E+00	False	0
MYRIP	0.0383555760832	2.39E-01	1.00E+00	False	0
DBP	0.0383555760832	2.39E-01	1.00E+00	False	0
MED4	0.0383555760832	2.39E-01	1.00E+00	False	0
MNX1	0.0383555760832	2.39E-01	1.00E+00	False	0
ISLR2	0.0383555760832	2.39E-01	1.00E+00	False	0
PITX3	0.0383555760832	2.39E-01	1.00E+00	False	0
PIEZO1	0.0383555760832	2.39E-01	1.00E+00	False	0
RHOD	0.0383555760832	2.39E-01	1.00E+00	False	0
METTL12	0.0383555760832	2.39E-01	1.00E+00	False	0
POLR1D	0.0383555760832	2.39E-01	1.00E+00	False	0
CEP44	0.0383555760832	2.39E-01	1.00E+00	False	0
TPH2	0.0383555760832	2.39E-01	1.00E+00	False	0
SNAI3	0.0383555760832	2.39E-01	1.00E+00	False	0
EN1	0.0383555760832	2.39E-01	1.00E+00	False	0
METTL21D	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-513a-2	0.0383555760832	2.39E-01	1.00E+00	False	0
SYN3	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF567	0.0383555760832	2.39E-01	1.00E+00	False	0
PCDH7	0.0383555760832	2.39E-01	1.00E+00	False	0
DDX55	0.0383555760832	2.39E-01	1.00E+00	False	0
EXOC3	0.0383555760832	2.39E-01	1.00E+00	False	0
TRIB2	0.0383555760832	2.39E-01	1.00E+00	False	0
ATAD3C	0.0383555760832	2.39E-01	1.00E+00	False	0
ANKRD45	0.0383555760832	2.39E-01	1.00E+00	False	0
FNBP1L	0.0383555760832	2.39E-01	1.00E+00	False	1
SH3GL1	0.0383555760832	2.39E-01	1.00E+00	False	0
UGGT2	0.0383555760832	2.39E-01	1.00E+00	False	0
C18orf54	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-3125	0.0383555760832	2.39E-01	1.00E+00	False	0
WRNIP1	0.0383555760832	2.39E-01	1.00E+00	False	0
ETFA	0.0383555760832	2.39E-01	1.00E+00	False	0
S100A7A	0.0383555760832	2.39E-01	1.00E+00	False	0
RNF34	0.0383555760832	2.39E-01	1.00E+00	False	0
INTS4	0.0383555760832	2.39E-01	1.00E+00	False	0
MYL6	0.0383555760832	2.39E-01	1.00E+00	False	0
MYL5	0.0383555760832	2.39E-01	1.00E+00	False	0
NCEH1	0.0383555760832	2.39E-01	1.00E+00	False	0
MPP7	0.0383555760832	2.39E-01	1.00E+00	False	0
MYLK	0.0383555760832	2.39E-01	1.00E+00	False	0
C11orf71	0.0383555760832	2.39E-01	1.00E+00	False	0
C11orf74	0.0383555760832	2.39E-01	1.00E+00	False	0
GAP43	0.0383555760832	2.39E-01	1.00E+00	False	0
ATG4A	0.0383555760832	2.39E-01	1.00E+00	False	0
KIAA1191	0.0383555760832	2.39E-01	1.00E+00	False	0
TMEM89	0.0383555760832	2.39E-01	1.00E+00	False	0
LGALS1	0.0383555760832	2.39E-01	1.00E+00	False	0
MYO10	0.0383555760832	2.39E-01	1.00E+00	False	0
MID1IP1	0.0383555760832	2.39E-01	1.00E+00	False	0
TAX1BP3	0.0383555760832	2.39E-01	1.00E+00	False	0
ZFAND5	0.0383555760832	2.39E-01	1.00E+00	False	0
EIF1AY	0.0383555760832	2.39E-01	1.00E+00	False	0
BMP2	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-639	0.0383555760832	2.39E-01	1.00E+00	False	0
ADH4	0.0383555760832	2.39E-01	1.00E+00	False	0
CORO7	0.0383555760832	2.39E-01	1.00E+00	False	0
GRIN2A	0.0383555760832	2.39E-01	1.00E+00	False	0
PHPT1	0.0383555760832	2.39E-01	1.00E+00	False	0
LIMD1	0.0383555760832	2.39E-01	1.00E+00	False	0
CDK16	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-409	0.0383555760832	2.39E-01	1.00E+00	False	0
RNF6	0.0383555760832	2.39E-01	1.00E+00	False	0
HIPK3	0.0383555760832	2.39E-01	1.00E+00	False	0
LEMD3	0.0383555760832	2.39E-01	1.00E+00	False	0
FOXJ1	0.0383555760832	2.39E-01	1.00E+00	False	0
S100A1	0.0383555760832	2.39E-01	1.00E+00	False	0
WRB	0.0383555760832	2.39E-01	1.00E+00	False	0
BRI3BP	0.0383555760832	2.39E-01	1.00E+00	False	0
ZNF345	0.0383555760832	2.39E-01	1.00E+00	False	0
PTPLAD1	0.0383555760832	2.39E-01	1.00E+00	False	0
NECAP2	0.0383555760832	2.39E-01	1.00E+00	False	0
PCGF3	0.0383555760832	2.39E-01	1.00E+00	False	0
DPPA2	0.0383555760832	2.39E-01	1.00E+00	False	0
ZBTB37	0.0383555760832	2.39E-01	1.00E+00	False	0
SGTA	0.0383555760832	2.39E-01	1.00E+00	False	0
PFDN1	0.0383555760832	2.39E-01	1.00E+00	False	0
hsa-mir-3907	0.0383555760832	2.39E-01	1.00E+00	False	0
RTN4R	0.0383555760832	2.39E-01	1.00E+00	False	0
NADKD1	0.0383555760832	2.39E-01	1.00E+00	False	0
OR7A17	0.0383555760832	2.39E-01	1.00E+00	False	0
LOC256021	0.0383555760832	2.39E-01	1.00E+00	False	0
RFTN1	0.0383555760832	2.39E-01	1.00E+00	False	0
KHDC3L	0.0383555760832	2.39E-01	1.00E+00	False	0
